full_path,domain,label_prod_code,splimprint,is_front
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51285-0691-02_PART_1_OF_1_CHAL10_SF_5F2F2F89.jpg,reference,51285-691,OP;704,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51285-0697-02_PART_1_OF_1_CHAL10_SB_8E2F475A.jpg,reference,51285-697,OP;697,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51285-0697-02_PART_1_OF_1_CHAL10_SF_8E2F475A.jpg,reference,51285-697,OP;697,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51672-4016-01_PART_1_OF_1_CHAL10_SB_09268484.jpg,reference,51672-4016,ETO;200;MG,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51672-4016-01_PART_1_OF_1_CHAL10_SF_09268484.jpg,reference,51672-4016,ETO;200;MG,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51672-4030-01_PART_1_OF_1_CHAL10_SB_D12668F3.jpg,reference,51672-4030,3;WARFARIN;TARO,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51672-4030-01_PART_1_OF_1_CHAL10_SF_D12668F3.jpg,reference,51672-4030,3;WARFARIN;TARO,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/52544-0913-01_PART_1_OF_1_CHAL10_SB_AB1B558A.jpg,reference,52544-913,WATSON;913,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/52544-0913-01_PART_1_OF_1_CHAL10_SF_AB1B558A.jpg,reference,52544-913,WATSON;913,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/53489-0143-01_PART_1_OF_1_CHAL10_SB_62213159.jpg,reference,53489-143,MP;35,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/53489-0143-01_PART_1_OF_1_CHAL10_SF_62213159.jpg,reference,53489-143,MP;35,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/53489-0146-01_PART_1_OF_1_CHAL10_SB_8021C06E.jpg,reference,53489-146,MP;85,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/53489-0146-01_PART_1_OF_1_CHAL10_SF_8021C06E.jpg,reference,53489-146,MP;85,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/53489-0648-01_PART_1_OF_1_CHAL10_SB_D31DE9BF.jpg,reference,53489-648,Mutual;866,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/53489-0648-01_PART_1_OF_1_CHAL10_SF_D31DE9BF.jpg,reference,53489-648,Mutual;866,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/53746-0190-05_PART_1_OF_1_CHAL10_SB_CD1D66AB.jpg,reference,53746-190,IP190;500,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/53746-0190-05_PART_1_OF_1_CHAL10_SF_CD1D66AB.jpg,reference,53746-190,IP190;500,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/55111-0180-15_PART_1_OF_1_CHAL10_SB_D31D69AB.jpg,reference,55111-180,R;180,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/55111-0180-15_PART_1_OF_1_CHAL10_SF_D31D69AB.jpg,reference,55111-180,R;180,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/55111-0268-30_PART_1_OF_1_CHAL10_SB_C422E227.jpg,reference,55111-268,RDY;268,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/55111-0268-30_PART_1_OF_1_CHAL10_SF_C422E227.jpg,reference,55111-268,RDY;268,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/55111-0343-30_PART_1_OF_1_CHAL10_SB_4826A465.jpg,reference,55111-343,RDY;343,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/55111-0343-30_PART_1_OF_1_CHAL10_SF_4826A465.jpg,reference,55111-343,RDY;343,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59148-0006-13_PART_1_OF_1_CHAL10_SB_97154BCA.jpg,reference,59148-6,A;006;2,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59148-0006-13_PART_1_OF_1_CHAL10_SF_97154BCA.jpg,reference,59148-6,A;006;2,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59762-2004-01_PART_1_OF_1_CHAL10_SB_E61DF31F.jpg,reference,59762-2004,G;2004,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59762-2004-01_PART_1_OF_1_CHAL10_SF_E61DF31F.jpg,reference,59762-2004,G;2004,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59762-5019-01_PART_1_OF_1_CHAL10_SB_232191EC.jpg,reference,59762-5019,G;022;5,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59762-5019-01_PART_1_OF_1_CHAL10_SF_232191EC.jpg,reference,59762-5019,G;022;5,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59762-5024-01_PART_1_OF_1_CHAL10_SB_4D26A6A5.jpg,reference,59762-5024,G;22,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59762-5024-01_PART_1_OF_1_CHAL10_SF_4D26A6A5.jpg,reference,59762-5024,G;22,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59762-5033-02_PART_1_OF_1_CHAL10_SB_8015C00E.jpg,reference,59762-5033,GLIPIZIDE;XL;10,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/59762-5033-02_PART_1_OF_1_CHAL10_SF_8015C00E.jpg,reference,59762-5033,GLIPIZIDE;XL;10,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63304-0827-90_PART_1_OF_1_CHAL10_SB_F51C7A93.jpg,reference,63304-827,RX12,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63304-0827-90_PART_1_OF_1_CHAL10_SF_F51C7A93.jpg,reference,63304-827,RX12,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63304-0829-90_PART_1_OF_1_CHAL10_SB_D91C6CE3.jpg,reference,63304-829,RX829,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63304-0829-90_PART_1_OF_1_CHAL10_SF_D91C6CE3.jpg,reference,63304-829,RX829,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63459-0215-30_PART_1_OF_1_CHAL10_SB_D11C6893.jpg,reference,63459-215,C;215,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63459-0215-30_PART_1_OF_1_CHAL10_SF_D11C6893.jpg,reference,63459-215,C;215,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63459-0700-60_PART_1_OF_1_CHAL10_SB_572D2B99.jpg,reference,63459-700,15;mg;C;Cephalon,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63459-0700-60_PART_1_OF_1_CHAL10_SF_572D2B99.jpg,reference,63459-700,15;mg;C;Cephalon,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/64764-0918-30_PART_1_OF_1_CHAL10_SB_351D9A9C.jpg,reference,64764-918,TAP;40,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/64764-0918-30_PART_1_OF_1_CHAL10_SF_351D9A9C.jpg,reference,64764-918,TAP;40,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/64980-0112-01_PART_1_OF_1_CHAL10_SB_DC236E0B.jpg,reference,64980-112,cor;144,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/64980-0112-01_PART_1_OF_1_CHAL10_SF_DC236E0B.jpg,reference,64980-112,cor;144,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/65597-0118-30_PART_1_OF_1_CHAL10_SB_071D83EC.jpg,reference,65597-118,C57,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/65597-0118-30_PART_1_OF_1_CHAL10_SF_071D83EC.jpg,reference,65597-118,C57,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/65597-0701-18_PART_1_OF_1_CHAL10_SB_AD1DD6FE.jpg,reference,65597-701,Sankyo;C01,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/65597-0701-18_PART_1_OF_1_CHAL10_SF_AD1DD6FE.jpg,reference,65597-701,Sankyo;C01,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/66582-0313-31_PART_1_OF_1_CHAL10_SB_931DC9AE.jpg,reference,66582-313,313,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/66582-0313-31_PART_1_OF_1_CHAL10_SF_931DC9AE.jpg,reference,66582-313,313,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68180-0478-01_PART_1_OF_1_CHAL10_SB_AB21558A.jpg,reference,68180-478,LL;C02,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68180-0478-01_PART_1_OF_1_CHAL10_SF_AB21558A.jpg,reference,68180-478,LL;C02,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68180-0479-01_PART_1_OF_1_CHAL10_SB_B4215A0A.jpg,reference,68180-479,LL;C03,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68180-0479-01_PART_1_OF_1_CHAL10_SF_B4215A0A.jpg,reference,68180-479,LL;C03,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68382-0024-01_PART_1_OF_1_CHAL10_SB_A12050B2.jpg,reference,68382-24,Z;67,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68382-0024-01_PART_1_OF_1_CHAL10_SF_A12050B2.jpg,reference,68382-24,Z;67,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68453-0850-75_PART_1_OF_1_CHAL10_SB_12200910.jpg,reference,68453-850,N;500,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68453-0850-75_PART_1_OF_1_CHAL10_SF_12200910.jpg,reference,68453-850,N;500,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68462-0163-01_PART_1_OF_1_CHAL10_SB_DC216E7B.jpg,reference,68462-163,G;41,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68462-0163-01_PART_1_OF_1_CHAL10_SF_DC216E7B.jpg,reference,68462-163,G;41,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68462-0358-05_PART_1_OF_1_CHAL10_SB_A71C53C2.jpg,reference,68462-358,IG;257,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68462-0358-05_PART_1_OF_1_CHAL10_SF_A71C53C2.jpg,reference,68462-358,IG;257,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68462-0360-01_PART_1_OF_1_CHAL10_SB_06230358.jpg,reference,68462-360,IG;275,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68462-0360-01_PART_1_OF_1_CHAL10_SF_06230358.jpg,reference,68462-360,IG;275,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68968-3500-01_PART_1_OF_1_CHAL10_SB_581E2C71.jpg,reference,68968-3500,NVN2,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/68968-3500-01_PART_1_OF_1_CHAL10_SF_581E2C71.jpg,reference,68968-3500,NVN2,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/99207-0461-30_PART_1_OF_1_CHAL10_SB_EF1C7793.jpg,reference,99207-461,DYN;090,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/99207-0461-30_PART_1_OF_1_CHAL10_SF_EF1C7793.jpg,reference,99207-461,DYN;090,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/99207-0467-30_PART_1_OF_1_CHAL10_SB_C11D60AB.jpg,reference,99207-467,DYN;105,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/99207-0467-30_PART_1_OF_1_CHAL10_SF_C11D60AB.jpg,reference,99207-467,DYN;105,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0002-5123_0_0.jpg,reference,2-5123,10;5123,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0002-5123_0_1.jpg,reference,2-5123,10;5123,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0006-0221_0_0.jpg,reference,6-221,221,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0006-0221_0_1.jpg,reference,6-221,221,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0006-0575_0_0.jpg,reference,6-575,575,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0006-0575_0_1.jpg,reference,6-575,575,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0006-0747_0_0.jpg,reference,6-747,747,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0006-0747_0_1.jpg,reference,6-747,747,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0006-0960_0_0.jpg,reference,6-960,960,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0006-0960_0_1.jpg,reference,6-960,960,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0007-4883_0_0.jpg,reference,7-4883,GS;11F,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0007-4883_0_1.jpg,reference,7-4883,GS;11F,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0008-0836_0_0.jpg,reference,8-836,W;EffexorXR;150,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0008-0836_0_1.jpg,reference,8-836,W;EffexorXR;150,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0009-5190_0_0.jpg,reference,9-5190,2,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0009-5190_0_1.jpg,reference,9-5190,2,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0039-0067_0_0.jpg,reference,39-67,LASIX,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0039-0067_0_1.jpg,reference,39-67,LASIX,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0046-1104_0_0.jpg,reference,46-1104,PREMARIN;125,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0046-1104_0_1.jpg,reference,46-1104,PREMARIN;125,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0049-2340_0_0.jpg,reference,49-2340,REP40;Pfizer,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0049-2340_0_1.jpg,reference,49-2340,REP40;Pfizer,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0054-0021_0_0.jpg,reference,54-21,54;107,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0054-0021_0_1.jpg,reference,54-21,54;107,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0054-0037_0_0.jpg,reference,54-37,54;312,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0054-0037_0_1.jpg,reference,54-37,54;312,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0054-0269_0_0.jpg,reference,54-269,54;753,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0054-0269_0_1.jpg,reference,54-269,54;753,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0054-2531_0_0.jpg,reference,54-2531,54;702,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0054-2531_0_1.jpg,reference,54-2531,54;702,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0056-0169_0_0.jpg,reference,56-169,1;COUMADIN,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0056-0169_0_1.jpg,reference,56-169,1;COUMADIN,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0069-2180_0_0.jpg,reference,69-2180,Pfizer;CDT;102,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0069-2180_0_1.jpg,reference,69-2180,Pfizer;CDT;102,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0071-0417_0_0.jpg,reference,71-417,N;3,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0071-0417_0_1.jpg,reference,71-417,N;3,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0071-1014_0_0.jpg,reference,71-1014,Pfizer;PGN;75,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0071-1014_0_1.jpg,reference,71-1014,Pfizer;PGN;75,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0076-0901_0_0.jpg,reference,76-901,SAT;901,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0076-0901_0_1.jpg,reference,76-901,SAT;901,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0078-0456_0_0.jpg,reference,78-456,T;D;C;G,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0078-0456_0_1.jpg,reference,78-456,T;D;C;G,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0078-0485_0_0.jpg,reference,78-485,NVR;IL,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0078-0485_0_1.jpg,reference,78-485,NVR;IL,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0078-0488_0_0.jpg,reference,78-488,NVR;ECE,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0078-0488_0_1.jpg,reference,78-488,NVR;ECE,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0088-1090_0_0.jpg,reference,88-1090,06;012D,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0088-1090_0_1.jpg,reference,88-1090,06;012D,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-0832_0_0.jpg,reference,93-832,832;TEVA,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-0832_0_1.jpg,reference,93-832,832;TEVA,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-1135_0_0.jpg,reference,93-1135,TEVA;1135,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-1135_0_1.jpg,reference,93-1135,TEVA;1135,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-2056_0_0.jpg,reference,93-2056,TO,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-2056_0_1.jpg,reference,93-2056,TO,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-2067_0_0.jpg,reference,93-2067,TV;598;8,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-2067_0_1.jpg,reference,93-2067,TV;598;8,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5060_0_0.jpg,reference,93-5060,TV;307,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5060_0_1.jpg,reference,93-5060,TV;307,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5292_0_0.jpg,reference,93-5292,93;5292;93;5292,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5292_0_1.jpg,reference,93-5292,93;5292;93;5292,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5379_0_0.jpg,reference,93-5379,799;b,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5379_0_1.jpg,reference,93-5379,799;b,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5509_0_0.jpg,reference,93-5509,T21,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5509_0_1.jpg,reference,93-5509,T21,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5553_0_0.jpg,reference,93-5553,TEVA;5553,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5553_0_1.jpg,reference,93-5553,TEVA;5553,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5742_0_0.jpg,reference,93-5742,100;mg,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5742_0_1.jpg,reference,93-5742,100;mg,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-6450_0_0.jpg,reference,93-6450,6450;20;mg,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-6450_0_1.jpg,reference,93-6450,6450;20;mg,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7373_0_0.jpg,reference,93-7373,TEVA;7373,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7373_0_1.jpg,reference,93-7373,TEVA;7373,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7387_0_0.jpg,reference,93-7387,TEVA;7387,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7387_0_1.jpg,reference,93-7387,TEVA;7387,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7424_0_0.jpg,reference,93-7424,TV;7424,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7424_0_1.jpg,reference,93-7424,TV;7424,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7472_0_0.jpg,reference,93-7472,93;7472,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7472_0_1.jpg,reference,93-7472,93;7472,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7581_0_0.jpg,reference,93-7581,TV;7581,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-7581_0_1.jpg,reference,93-7581,TV;7581,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0115-4433_0_0.jpg,reference,115-4433,G443,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0115-4433_0_1.jpg,reference,115-4433,G443,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0131-3268_0_0.jpg,reference,131-3268,OS304,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0131-3268_0_1.jpg,reference,131-3268,OS304,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0143-1333_0_0.jpg,reference,143-1333,WW;33,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0143-1333_0_1.jpg,reference,143-1333,WW;33,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0143-1445_0_0.jpg,reference,143-1445,Westward;445,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0143-1445_0_1.jpg,reference,143-1445,Westward;445,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0143-1450_0_0.jpg,reference,143-1450,Westward;450,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0143-1450_0_1.jpg,reference,143-1450,Westward;450,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0143-3018_0_0.jpg,reference,143-3018,Westward;118,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0143-3018_0_1.jpg,reference,143-3018,Westward;118,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0387_0_0.jpg,reference,173-387,GX;ES7,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0387_0_1.jpg,reference,173-387,GX;ES7,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0393_0_0.jpg,reference,173-393,ZANTAC;300;Glaxo,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0393_0_1.jpg,reference,173-393,ZANTAC;300;Glaxo,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0643_0_0.jpg,reference,173-643,LAMICTAL;150,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0643_0_1.jpg,reference,173-643,LAMICTAL;150,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0712_0_0.jpg,reference,173-712,GX;CE2,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0712_0_1.jpg,reference,173-712,GX;CE2,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0756_0_0.jpg,reference,173-756,LAMICTAL;XR;100,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0756_0_1.jpg,reference,173-756,LAMICTAL;XR;100,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0777_0_0.jpg,reference,173-777,LAMICTAL;200,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0777_0_1.jpg,reference,173-777,LAMICTAL;200,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0809_0_0.jpg,reference,173-809,GZ;7CZ,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0809_0_1.jpg,reference,173-809,GZ;7CZ,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0179-0025_0_0.jpg,reference,179-25,GG;929,True
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0179-0025_0_1.jpg,reference,179-25,GG;929,False
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0179-0071_0_0.jpg,reference,179-71,9;3;7207,True
