full_path,domain,label_prod_code,splimprint,is_front
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3461.jpg,consumer,49884-401,P;401,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3462.jpg,consumer,832-1025,832;BC20,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3474.jpg,consumer,555-9028,b;247,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3480.jpg,consumer,51285-406,E;1,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3489.jpg,consumer,172-4366,4366;TEVA,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3515.jpg,consumer,67253-902,S902,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3588.jpg,consumer,50111-307,PA;307,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3589.jpg,consumer,172-4357,4357;150,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3640.jpg,consumer,228-2634,634,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3650.jpg,consumer,555-9027,b;978,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3652.jpg,consumer,93-39,9;3;39,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3685.jpg,consumer,93-154,93;154,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3687.jpg,consumer,65597-701,Sankyo;C01,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3718.jpg,consumer,172-4366,4366;TEVA,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3790.jpg,consumer,93-7238,TEVA;7238,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3813.jpg,consumer,78-359,NVR;DX,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3827.jpg,consumer,93-7236,93;7236,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3856.jpg,consumer,78-359,NVR;DX,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3874.jpg,consumer,555-9028,b;247,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3902.jpg,consumer,49884-922,P02,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3964.jpg,consumer,456-457,A;TC,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/3982.jpg,consumer,93-154,93;154,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4084.jpg,consumer,555-9027,b;978,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4105.jpg,consumer,93-926,926;TEVA,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/413.jpg,consumer,53489-648,Mutual;866,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4142.jpg,consumer,93-7219,93;7219,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4170.jpg,consumer,53489-648,Mutual;866,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4230.jpg,consumer,228-2634,634,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4240.jpg,consumer,378-1807,M;L;7,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4241.jpg,consumer,93-7219,93;7219,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4255.jpg,consumer,93-4232,0;5;Z;4232,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4280.jpg,consumer,378-1807,M;L;7,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4329.jpg,consumer,50111-307,PA;307,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4376.jpg,consumer,93-7350,93;7350;93;7350,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4416.jpg,consumer,51285-406,E;1,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4441.jpg,consumer,378-1807,M;L;7,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4538.jpg,consumer,555-1022,barr;24;mg;1022,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4554.jpg,consumer,172-7311,50;mg,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4578.jpg,consumer,93-4232,0;5;Z;4232,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4583.jpg,consumer,172-7311,50;mg,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4599.jpg,consumer,93-5140,93;5140,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4604.jpg,consumer,93-7350,93;7350;93;7350,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4626.jpg,consumer,51285-406,E;1,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4666.jpg,consumer,228-2634,634,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4674.jpg,consumer,555-139,b8;139,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4745.jpg,consumer,93-5712,5712;5;500,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4794.jpg,consumer,93-3002,93;3002;93;3002,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4812.jpg,consumer,63010-27,V;625,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4844.jpg,consumer,51285-595,OP;701,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4910.jpg,consumer,93-3002,93;3002;93;3002,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4946.jpg,consumer,228-2634,634,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4948.jpg,consumer,832-1025,832;BC20,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/4951.jpg,consumer,93-7238,TEVA;7238,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/515.jpg,consumer,67253-902,S902,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/563.jpg,consumer,93-7350,93;7350;93;7350,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/599.jpg,consumer,53489-648,Mutual;866,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/609.jpg,consumer,456-1550,FL;50,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/628.jpg,consumer,93-11,93;11,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/634.jpg,consumer,93-4232,0;5;Z;4232,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/720.jpg,consumer,172-7311,50;mg,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/743.jpg,consumer,378-1110,MYLAN;G2,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/766.jpg,consumer,172-7311,50;mg,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/770.jpg,consumer,93-7238,TEVA;7238,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/795.jpg,consumer,456-1550,FL;50,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/825.jpg,consumer,93-5140,93;5140,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/942.jpg,consumer,93-320,93;320,False
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/997.jpg,consumer,456-457,A;TC,True
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/999.jpg,consumer,93-320,93;320,True
